title,address,price,floor,overall floor,rooms,square,images
Новая Студия с евро-ремонтом!,Москва СВАО р-н Марфино Гостиничная ул. 4Ак8,1 878,4,5,1,22 ,https://cdn-p.cian.site/images/7/026/086/kvartira-moskva-gostinichnaya-ulica-680620767-4.jpg https://cdn-p.cian.site/images/7/026/086/kvartira-moskva-gostinichnaya-ulica-680620767-4.jpg https://cdn-p.cian.site/images/7/026/086/kvartira-moskva-gostinichnaya-ulica-680620793-2.jpg https://cdn-p.cian.site/images/7/026/086/kvartira-moskva-gostinichnaya-ulica-680620790-2.jpg https://cdn-p.cian.site/images/7/026/086/kvartira-moskva-gostinichnaya-ulica-680620796-2.jpg
АКЦИЯ -200 рублей в сутки *,Москва ЮВАО р-н Печатники ул. Полбина 12,2 500,2,9,1,40 ,https://cdn-p.cian.site/images/2/248/934/kvartira-moskva-ulica-polbina-439842223-4.jpg https://cdn-p.cian.site/images/2/248/934/kvartira-moskva-ulica-polbina-439842223-4.jpg https://cdn-p.cian.site/images/3/931/154/kvartira-moskva-ulica-polbina-451139322-2.jpg https://cdn-p.cian.site/images/2/248/934/kvartira-moskva-ulica-polbina-439842220-2.jpg https://cdn-p.cian.site/images/2/248/934/kvartira-moskva-ulica-polbina-439842223-2.jpg
Большая 2-ка на м. Комсомольская,Москва ЦАО р-н Красносельский Новорязанская ул. 2/7,3 500,2,6,2,65 ,https://cdn-p.cian.site/images/43/908/001/posutochnaja-kvartira-moskva-novoryazanskaya-ulica-1008093451-4.jpg https://cdn-p.cian.site/images/43/908/001/posutochnaja-kvartira-moskva-novoryazanskaya-ulica-1008093451-4.jpg https://cdn-p.cian.site/images/53/908/001/posutochnaja-kvartira-moskva-novoryazanskaya-ulica-1008093516-2.jpg https://cdn-p.cian.site/images/53/908/001/posutochnaja-kvartira-moskva-novoryazanskaya-ulica-1008093519-2.jpg https://cdn-p.cian.site/images/53/908/001/posutochnaja-kvartira-moskva-novoryazanskaya-ulica-1008093571-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ЦАО р-н Таганский Большая Калитниковская ул. 46,3 300,10,12,2,54 ,https://cdn-p.cian.site/images/4/893/259/kvartira-moskva-bolshaya-kalitnikovskaya-ulica-952398497-4.jpg https://cdn-p.cian.site/images/4/893/259/kvartira-moskva-bolshaya-kalitnikovskaya-ulica-952398497-4.jpg https://cdn-p.cian.site/images/1/893/259/kvartira-moskva-bolshaya-kalitnikovskaya-ulica-952398136-2.jpg https://cdn-p.cian.site/images/1/893/259/kvartira-moskva-bolshaya-kalitnikovskaya-ulica-952398152-2.jpg https://cdn-p.cian.site/images/3/893/259/kvartira-moskva-bolshaya-kalitnikovskaya-ulica-952398326-2.jpg
Евро 2-ка. Дом бизнес класса!,Москва ЮЗАО р-н Коньково ул. Бутлерова 7Б,2 787,10,21,1,37 ,https://cdn-p.cian.site/images/59/498/201/posutochnaja-kvartira-moskva-ulica-butlerova-1028949518-4.jpg https://cdn-p.cian.site/images/59/498/201/posutochnaja-kvartira-moskva-ulica-butlerova-1028949518-4.jpg https://cdn-p.cian.site/images/59/498/201/posutochnaja-kvartira-moskva-ulica-butlerova-1028949512-2.jpg https://cdn-p.cian.site/images/59/498/201/posutochnaja-kvartira-moskva-ulica-butlerova-1028949513-2.jpg https://cdn-p.cian.site/images/59/498/201/posutochnaja-kvartira-moskva-ulica-butlerova-1028949517-2.jpg
Лучший вариант! Рядом метро,Москва ВАО р-н Вешняки ул. Красный Казанец 17,1 900,5,9,1,40 ,https://cdn-p.cian.site/images/8/171/999/posutochnaja-kvartira-moskva-ulica-krasnyy-kazanec-999171824-4.jpg https://cdn-p.cian.site/images/8/171/999/posutochnaja-kvartira-moskva-ulica-krasnyy-kazanec-999171824-4.jpg https://cdn-p.cian.site/images/8/171/999/posutochnaja-kvartira-moskva-ulica-krasnyy-kazanec-999171823-2.jpg https://cdn-p.cian.site/images/8/171/999/posutochnaja-kvartira-moskva-ulica-krasnyy-kazanec-999171822-2.jpg https://cdn-p.cian.site/images/8/171/999/posutochnaja-kvartira-moskva-ulica-krasnyy-kazanec-999171827-2.jpg
Три отдельные комнаты. Лоджия,Москва ЦАО р-н Красносельский пер. Докучаев 2,4 800,11,16,3,67 ,https://cdn-p.cian.site/images/5/575/208/kvartira-moskva-pereulok-dokuchaev-802575551-4.jpg https://cdn-p.cian.site/images/5/575/208/kvartira-moskva-pereulok-dokuchaev-802575551-4.jpg https://cdn-p.cian.site/images/5/575/208/kvartira-moskva-pereulok-dokuchaev-802575552-2.jpg https://cdn-p.cian.site/images/5/575/208/kvartira-moskva-pereulok-dokuchaev-802575549-2.jpg https://cdn-p.cian.site/images/5/575/208/kvartira-moskva-pereulok-dokuchaev-802575548-2.jpg
Уютная студия в ЖК Дегунин!,Москва САО р-н Западное Дегунино Дегунинская ул. 1К4,1 747,8,9,1,17 ,https://cdn-p.cian.site/images/3/812/178/kvartira-moskva-deguninskaya-ulica-871218310-4.jpg https://cdn-p.cian.site/images/3/812/178/kvartira-moskva-deguninskaya-ulica-871218310-4.jpg https://cdn-p.cian.site/images/3/812/178/kvartira-moskva-deguninskaya-ulica-871218311-2.jpg https://cdn-p.cian.site/images/3/812/178/kvartira-moskva-deguninskaya-ulica-871218309-2.jpg https://cdn-p.cian.site/images/3/812/178/kvartira-moskva-deguninskaya-ulica-871218312-2.jpg
Большая 2-ка на Старом Арбате,Москва ЦАО р-н Арбат Спасопесковский пер. 3/1С1,3 500,2,5,2,55 ,https://cdn-p.cian.site/images/40/633/001/posutochnaja-kvartira-moskva-spasopeskovskiy-pereulok-1003360427-4.jpg https://cdn-p.cian.site/images/40/633/001/posutochnaja-kvartira-moskva-spasopeskovskiy-pereulok-1003360427-4.jpg https://cdn-p.cian.site/images/20/633/001/posutochnaja-kvartira-moskva-spasopeskovskiy-pereulok-1003360243-2.jpg https://cdn-p.cian.site/images/70/633/001/posutochnaja-kvartira-moskva-spasopeskovskiy-pereulok-1003360712-2.jpg https://cdn-p.cian.site/images/80/633/001/posutochnaja-kvartira-moskva-spasopeskovskiy-pereulok-1003360835-2.jpg
Двухуровневые Апарты Люкс!,Москва СВАО р-н Северное Медведково Полярная ул. 31С1,2 380,6,6,1,40 ,https://cdn-p.cian.site/images/2/566/037/kvartira-moskva-polyarnaya-ulica-730665217-4.jpg https://cdn-p.cian.site/images/2/566/037/kvartira-moskva-polyarnaya-ulica-730665217-4.jpg https://cdn-p.cian.site/images/2/566/037/kvartira-moskva-polyarnaya-ulica-730665220-2.jpg https://cdn-p.cian.site/images/2/566/037/kvartira-moskva-polyarnaya-ulica-730665215-2.jpg https://cdn-p.cian.site/images/2/566/037/kvartira-moskva-polyarnaya-ulica-730665224-2.jpg
Простор тишина комфорт! Успейте,Москва ЦАО р-н Хамовники 3-я Фрунзенская ул. 26,3 800,1,9,2,52 ,https://cdn-p.cian.site/images/9/226/086/kvartira-moskva-3ya-frunzenskaya-ulica-680622915-4.jpg https://cdn-p.cian.site/images/9/226/086/kvartira-moskva-3ya-frunzenskaya-ulica-680622915-4.jpg https://cdn-p.cian.site/images/9/226/086/kvartira-moskva-3ya-frunzenskaya-ulica-680622910-2.jpg https://cdn-p.cian.site/images/9/226/086/kvartira-moskva-3ya-frunzenskaya-ulica-680622931-2.jpg https://cdn-p.cian.site/images/9/226/086/kvartira-moskva-3ya-frunzenskaya-ulica-680622911-2.jpg
Двушка у метро. Балкон! Тишина,Москва ЦАО р-н Тверской Козицкий пер. 1А,5 200,4,6,2,47 ,https://cdn-p.cian.site/images/6/699/786/kvartira-moskva-kozickiy-pereulok-687996601-4.jpg https://cdn-p.cian.site/images/6/699/786/kvartira-moskva-kozickiy-pereulok-687996601-4.jpg https://cdn-p.cian.site/images/6/699/786/kvartira-moskva-kozickiy-pereulok-687996616-2.jpg https://cdn-p.cian.site/images/5/699/786/kvartira-moskva-kozickiy-pereulok-687996518-2.jpg https://cdn-p.cian.site/images/5/699/786/kvartira-moskva-kozickiy-pereulok-687996522-2.jpg
Уютная двухуровневая студия!,Москва СВАО р-н Марфино Гостиничная ул. 12К6,1 947,1,5,1,21 ,https://cdn-p.cian.site/images/8/957/529/kvartira-moskva-gostinichnaya-ulica-925759814-4.jpg https://cdn-p.cian.site/images/8/957/529/kvartira-moskva-gostinichnaya-ulica-925759814-4.jpg https://cdn-p.cian.site/images/8/957/529/kvartira-moskva-gostinichnaya-ulica-925759815-2.jpg https://cdn-p.cian.site/images/8/957/529/kvartira-moskva-gostinichnaya-ulica-925759817-2.jpg https://cdn-p.cian.site/images/8/957/529/kvartira-moskva-gostinichnaya-ulica-925759812-2.jpg
АКЦИЯ -200 рублей в сутки *,Москва ЮАО р-н Даниловский Автозаводская ул. 23с931к3,2 700,10,15,1,24 ,https://cdn-p.cian.site/images/5/479/009/kvartira-moskva-avtozavodskaya-ulica-900974521-4.jpg https://cdn-p.cian.site/images/5/479/009/kvartira-moskva-avtozavodskaya-ulica-900974521-4.jpg https://cdn-p.cian.site/images/4/479/009/kvartira-moskva-avtozavodskaya-ulica-900974495-2.jpg https://cdn-p.cian.site/images/5/479/009/kvartira-moskva-avtozavodskaya-ulica-900974522-2.jpg https://cdn-p.cian.site/images/6/479/009/kvartira-moskva-avtozavodskaya-ulica-900974604-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ЮВАО р-н Печатники ул. Кухмистерова 18,2 300,2,9,1,42 ,https://cdn-p.cian.site/images/6/715/197/kvartira-moskva-ulica-kuhmisterova-791517672-4.jpg https://cdn-p.cian.site/images/6/715/197/kvartira-moskva-ulica-kuhmisterova-791517672-4.jpg https://cdn-p.cian.site/images/6/715/197/kvartira-moskva-ulica-kuhmisterova-791517674-2.jpg https://cdn-p.cian.site/images/8/715/197/kvartira-moskva-ulica-kuhmisterova-791517809-2.jpg https://cdn-p.cian.site/images/7/715/197/kvartira-moskva-ulica-kuhmisterova-791517720-2.jpg
Возле Академии МЧС!Свободна!,Москва СВАО р-н Алексеевский ул. Бориса Галушкина 12,2 348,7,9,1,37 ,https://cdn-p.cian.site/images/9/178/529/kvartira-moskva-ulica-borisa-galushkina-925871983-4.jpg https://cdn-p.cian.site/images/9/178/529/kvartira-moskva-ulica-borisa-galushkina-925871983-4.jpg https://cdn-p.cian.site/images/9/178/529/kvartira-moskva-ulica-borisa-galushkina-925871938-2.jpg https://cdn-p.cian.site/images/9/178/529/kvartira-moskva-ulica-borisa-galushkina-925871937-2.jpg https://cdn-p.cian.site/images/9/178/529/kvartira-moskva-ulica-borisa-galushkina-925871987-2.jpg
Рядом с НИИ Склифосовского!,Москва ЦАО р-н Мещанский Ботанический пер. 11,2 678,10,14,1,39 ,https://cdn-p.cian.site/images/3/876/449/kvartira-moskva-botanicheskiy-pereulok-944678382-4.jpg https://cdn-p.cian.site/images/3/876/449/kvartira-moskva-botanicheskiy-pereulok-944678382-4.jpg https://cdn-p.cian.site/images/4/876/449/kvartira-moskva-botanicheskiy-pereulok-944678404-2.jpg https://cdn-p.cian.site/images/3/876/449/kvartira-moskva-botanicheskiy-pereulok-944678385-2.jpg https://cdn-p.cian.site/images/3/876/449/kvartira-moskva-botanicheskiy-pereulok-944678384-2.jpg
Дизайнерская студия! Свободна!,Москва СВАО р-н Марфино Гостиничная ул. 4Ак8,1 947,3,5,1,22 ,https://cdn-p.cian.site/images/3/260/977/kvartira-moskva-gostinichnaya-ulica-779062384-4.jpg https://cdn-p.cian.site/images/3/260/977/kvartira-moskva-gostinichnaya-ulica-779062384-4.jpg https://cdn-p.cian.site/images/3/260/977/kvartira-moskva-gostinichnaya-ulica-779062327-2.jpg https://cdn-p.cian.site/images/2/260/977/kvartira-moskva-gostinichnaya-ulica-779062290-2.jpg https://cdn-p.cian.site/images/2/260/977/kvartira-moskva-gostinichnaya-ulica-779062287-2.jpg
64 этаж выше только любовь!,Москва ЦАО р-н Пресненский 1-й Красногвардейский проезд 21с2,16 000,64,85,2,100 ,https://cdn-p.cian.site/images/6/905/929/kvartira-moskva-1y-krasnogvardeyskiy-proezd-929509614-4.jpg https://cdn-p.cian.site/images/6/905/929/kvartira-moskva-1y-krasnogvardeyskiy-proezd-929509614-4.jpg https://cdn-p.cian.site/images/6/905/929/kvartira-moskva-1y-krasnogvardeyskiy-proezd-929509613-2.jpg https://cdn-p.cian.site/images/6/905/929/kvartira-moskva-1y-krasnogvardeyskiy-proezd-929509615-2.jpg https://cdn-p.cian.site/images/6/905/929/kvartira-moskva-1y-krasnogvardeyskiy-proezd-929509616-2.jpg
Дизайнерская четверка,Москва ЦАО р-н Тверской Старопименовский пер. 16,6 900,3,7,4,101 ,https://cdn-p.cian.site/images/0/320/646/kvartira-moskva-staropimenovskiy-pereulok-646023008-4.jpg https://cdn-p.cian.site/images/0/320/646/kvartira-moskva-staropimenovskiy-pereulok-646023008-4.jpg https://cdn-p.cian.site/images/9/320/646/kvartira-moskva-staropimenovskiy-pereulok-646023937-2.jpg https://cdn-p.cian.site/images/3/320/646/kvartira-moskva-staropimenovskiy-pereulok-646023314-2.jpg https://cdn-p.cian.site/images/0/320/646/kvartira-moskva-staropimenovskiy-pereulok-646023007-2.jpg
Просторная четверка на Патриарших,Москва ЦАО р-н Пресненский ул. Спиридоновка 22/2,7 500,4,9,4,90 ,https://cdn-p.cian.site/images/6/322/507/kvartira-moskva-ulica-spiridonovka-705223660-4.jpg https://cdn-p.cian.site/images/6/322/507/kvartira-moskva-ulica-spiridonovka-705223660-4.jpg https://cdn-p.cian.site/images/6/322/507/kvartira-moskva-ulica-spiridonovka-705223673-2.jpg https://cdn-p.cian.site/images/6/322/507/kvartira-moskva-ulica-spiridonovka-705223669-2.jpg https://cdn-p.cian.site/images/6/322/507/kvartira-moskva-ulica-spiridonovka-705223674-2.jpg
Дизайнерская четверка в центре!,Москва ЦАО р-н Тверской Долгоруковская ул. 29,6 500,2,6,4,115 ,https://cdn-p.cian.site/images/4/834/775/kvartira-moskva-dolgorukovskaya-ulica-577438474-4.jpg https://cdn-p.cian.site/images/4/834/775/kvartira-moskva-dolgorukovskaya-ulica-577438474-4.jpg https://cdn-p.cian.site/images/0/689/648/kvartira-moskva-dolgorukovskaya-ulica-846986076-2.jpg https://cdn-p.cian.site/images/4/834/775/kvartira-moskva-dolgorukovskaya-ulica-577438471-2.jpg https://cdn-p.cian.site/images/4/834/775/kvartira-moskva-dolgorukovskaya-ulica-577438472-2.jpg
АКЦИЯ -200 рублей в сутки *,Москва ЮВАО р-н Кузьминки Волгоградский просп. 145/8,3 500,5,17,3,65 ,https://cdn-p.cian.site/images/1/126/969/kvartira-moskva-volgogradskiy-prospekt-969621191-4.jpg https://cdn-p.cian.site/images/1/126/969/kvartira-moskva-volgogradskiy-prospekt-969621191-4.jpg https://cdn-p.cian.site/images/1/126/969/kvartira-moskva-volgogradskiy-prospekt-969621171-2.jpg https://cdn-p.cian.site/images/1/126/969/kvartira-moskva-volgogradskiy-prospekt-969621194-2.jpg https://cdn-p.cian.site/images/1/126/969/kvartira-moskva-volgogradskiy-prospekt-969621174-2.jpg
1 в Доме Правительства!,Москва ЦАО р-н Якиманка ул. Серафимовича 2,6 900,5,12,4,100 ,https://cdn-p.cian.site/images/6/860/697/kvartira-moskva-ulica-serafimovicha-796068629-4.jpg https://cdn-p.cian.site/images/6/860/697/kvartira-moskva-ulica-serafimovicha-796068629-4.jpg https://cdn-p.cian.site/images/6/860/697/kvartira-moskva-ulica-serafimovicha-796068628-2.jpg https://cdn-p.cian.site/images/1/689/648/kvartira-moskva-ulica-serafimovicha-846986109-2.jpg https://cdn-p.cian.site/images/3/434/165/kvartira-moskva-ulica-serafimovicha-561434383-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ЦАО р-н Таганский Абельмановская ул. 7,3 300,1,8,2,60 ,https://cdn-p.cian.site/images/1/828/117/kvartira-moskva-abelmanovskaya-ulica-711828163-4.jpg https://cdn-p.cian.site/images/1/828/117/kvartira-moskva-abelmanovskaya-ulica-711828163-4.jpg https://cdn-p.cian.site/images/1/828/117/kvartira-moskva-abelmanovskaya-ulica-711828166-2.jpg https://cdn-p.cian.site/images/1/828/117/kvartira-moskva-abelmanovskaya-ulica-711828165-2.jpg https://cdn-p.cian.site/images/1/828/117/kvartira-moskva-abelmanovskaya-ulica-711828155-2.jpg
Счастливые часы на Белорусской,Москва ЦАО р-н Пресненский Грузинский пер. 16,2 900,5,8,1,30 ,https://cdn-p.cian.site/images/24/336/001/posutochnaja-kvartira-moskva-gruzinskiy-pereulok-1006334218-4.jpg https://cdn-p.cian.site/images/24/336/001/posutochnaja-kvartira-moskva-gruzinskiy-pereulok-1006334218-4.jpg https://cdn-p.cian.site/images/24/336/001/posutochnaja-kvartira-moskva-gruzinskiy-pereulok-1006334219-2.jpg https://cdn-p.cian.site/images/24/336/001/posutochnaja-kvartira-moskva-gruzinskiy-pereulok-1006334222-2.jpg https://cdn-p.cian.site/images/24/336/001/posutochnaja-kvartira-moskva-gruzinskiy-pereulok-1006334230-2.jpg
Лучшее предложение!Рядом с метро!,Москва ЮАО р-н Царицыно Кавказский бул. 18,2 000,2,5,1,33 ,https://cdn-p.cian.site/images/0/523/748/kvartira-moskva-kavkazskiy-bulvar-847325010-4.jpg https://cdn-p.cian.site/images/0/523/748/kvartira-moskva-kavkazskiy-bulvar-847325010-4.jpg https://cdn-p.cian.site/images/0/523/748/kvartira-moskva-kavkazskiy-bulvar-847325012-2.jpg https://cdn-p.cian.site/images/0/523/748/kvartira-moskva-kavkazskiy-bulvar-847325011-2.jpg https://cdn-p.cian.site/images/0/523/748/kvartira-moskva-kavkazskiy-bulvar-847325002-2.jpg
2-комн. кв. 45 м? 5/15 этаж,Москва САО р-н Хорошевский Ходынский бул. 2,5 000,5,15,2,45 ,https://cdn-p.cian.site/images/82/541/401/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1041452845-4.jpg https://cdn-p.cian.site/images/82/541/401/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1041452845-4.jpg https://cdn-p.cian.site/images/82/541/401/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1041452868-2.jpg https://cdn-p.cian.site/images/82/541/401/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1041452842-2.jpg https://cdn-p.cian.site/images/82/541/401/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1041452843-2.jpg
2 бизнес класса Красные Ворота,Москва ЦАО р-н Басманный Новая Басманная ул. 4-6С3,3 500,6,8,2,48 ,https://cdn-p.cian.site/images/4/886/379/kvartira-moskva-novaya-basmannaya-ulica-973688401-4.jpg https://cdn-p.cian.site/images/4/886/379/kvartira-moskva-novaya-basmannaya-ulica-973688401-4.jpg https://cdn-p.cian.site/images/7/886/379/kvartira-moskva-novaya-basmannaya-ulica-973688715-2.jpg https://cdn-p.cian.site/images/7/886/379/kvartira-moskva-novaya-basmannaya-ulica-973688760-2.jpg https://cdn-p.cian.site/images/7/886/379/kvartira-moskva-novaya-basmannaya-ulica-973688773-2.jpg
